Course Name,Course Level,Category,Major Subject
BCA Data Science,UG,UG Computer / IT,Data Structures & Algorithms
BCA Data Science,UG,UG Computer / IT,Database Management Systems
BCA Data Science,UG,UG Computer / IT,Deep Learning
BCA Data Science,UG,UG Computer / IT,Generative AI
BCA Data Science,UG,UG Computer / IT,Java Programming
BCA Data Science,UG,UG Computer / IT,Large Language Models
BCA Data Science,UG,UG Computer / IT,Linear Algebra
BCA Data Science,UG,UG Computer / IT,MLOps
BCA Data Science,UG,UG Computer / IT,Machine Learning
BCA Data Science,UG,UG Computer / IT,Natural Language Processing
BCA Data Science,UG,UG Computer / IT,Probability & Statistics
BCA Data Science,UG,UG Computer / IT,Python Programming
BCA Data Science,UG,UG Computer / IT,Retrieval-Augmented Generation (RAG)
BCA Full Stack Development,UG,UG Computer / IT,Computer Networks
BCA Full Stack Development,UG,UG Computer / IT,Data Structures & Algorithms
BCA Full Stack Development,UG,UG Computer / IT,Database Management Systems
BCA Full Stack Development,UG,UG Computer / IT,Java Programming
BCA Full Stack Development,UG,UG Computer / IT,Object-Oriented Programming
BCA Full Stack Development,UG,UG Computer / IT,Operating Systems
BCA Full Stack Development,UG,UG Computer / IT,Programming Fundamentals
BCA Full Stack Development,UG,UG Computer / IT,Python Programming
BCA Full Stack Development,UG,UG Computer / IT,Software Engineering
BCA Full Stack Development,UG,UG Computer / IT,Web Development
BCA Generative AI,UG,UG Computer / IT,AI Ethics
BCA Generative AI,UG,UG Computer / IT,Computer Vision
BCA Generative AI,UG,UG Computer / IT,Data Structures & Algorithms
BCA Generative AI,UG,UG Computer / IT,Database Management Systems
BCA Generative AI,UG,UG Computer / IT,Deep Learning
BCA Generative AI,UG,UG Computer / IT,Generative AI
BCA Generative AI,UG,UG Computer / IT,Java Programming
BCA Generative AI,UG,UG Computer / IT,Large Language Models
BCA Generative AI,UG,UG Computer / IT,Linear Algebra
BCA Generative AI,UG,UG Computer / IT,MLOps
BCA Generative AI,UG,UG Computer / IT,Machine Learning
BCA Generative AI,UG,UG Computer / IT,Natural Language Processing
BCA Generative AI,UG,UG Computer / IT,Probability & Statistics
BCA Generative AI,UG,UG Computer / IT,Python Programming
BCA Generative AI,UG,UG Computer / IT,Retrieval-Augmented Generation (RAG)
Computer Applications,UG,UG Computer / IT,Computer Networks
Computer Applications,UG,UG Computer / IT,Data Structures & Algorithms
Computer Applications,UG,UG Computer / IT,Database Management Systems
Computer Applications,UG,UG Computer / IT,Java Programming
Computer Applications,UG,UG Computer / IT,Object-Oriented Programming
Computer Applications,UG,UG Computer / IT,Operating Systems
Computer Applications,UG,UG Computer / IT,Programming Fundamentals
Computer Applications,UG,UG Computer / IT,Python Programming
Computer Applications,UG,UG Computer / IT,Software Engineering
Computer Applications,UG,UG Computer / IT,Web Development
Software Development,UG,UG Computer / IT,Computer Networks
Software Development,UG,UG Computer / IT,Data Structures & Algorithms
Software Development,UG,UG Computer / IT,Database Management Systems
Software Development,UG,UG Computer / IT,Java Programming
Software Development,UG,UG Computer / IT,Object-Oriented Programming
Software Development,UG,UG Computer / IT,Operating Systems
Software Development,UG,UG Computer / IT,Programming Fundamentals
Software Development,UG,UG Computer / IT,Python Programming
Software Development,UG,UG Computer / IT,Software Engineering
Software Development,UG,UG Computer / IT,Web Development
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,AI Ethics
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,Computer Vision
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,Data Structures & Algorithms
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,Database Management Systems
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,Deep Learning
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,Generative AI
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,Java Programming
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,Large Language Models
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,Linear Algebra
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,MLOps
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,Machine Learning
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,Natural Language Processing
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,Probability & Statistics
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,Python Programming
Artificial Intelligence & Machine Learning,UG,UG Engineering & Technology,Retrieval-Augmented Generation (RAG)
Computer Science & Business Systems,UG,UG Engineering & Technology,Computer Networks
Computer Science & Business Systems,UG,UG Engineering & Technology,Data Structures & Algorithms
Computer Science & Business Systems,UG,UG Engineering & Technology,Database Management Systems
Computer Science & Business Systems,UG,UG Engineering & Technology,Java Programming
Computer Science & Business Systems,UG,UG Engineering & Technology,Object-Oriented Programming
Computer Science & Business Systems,UG,UG Engineering & Technology,Operating Systems
Computer Science & Business Systems,UG,UG Engineering & Technology,Programming Fundamentals
Computer Science & Business Systems,UG,UG Engineering & Technology,Python Programming
Computer Science & Business Systems,UG,UG Engineering & Technology,Software Engineering
Computer Science & Business Systems,UG,UG Engineering & Technology,Web Development
Computer Science & Engineering (AI),UG,UG Engineering & Technology,Computer Networks
Computer Science & Engineering (AI),UG,UG Engineering & Technology,Data Structures & Algorithms
Computer Science & Engineering (AI),UG,UG Engineering & Technology,Database Management Systems
Computer Science & Engineering (AI),UG,UG Engineering & Technology,Java Programming
Computer Science & Engineering (AI),UG,UG Engineering & Technology,Object-Oriented Programming
Computer Science & Engineering (AI),UG,UG Engineering & Technology,Operating Systems
Computer Science & Engineering (AI),UG,UG Engineering & Technology,Programming Fundamentals
Computer Science & Engineering (AI),UG,UG Engineering & Technology,Python Programming
Computer Science & Engineering (AI),UG,UG Engineering & Technology,Software Engineering
Computer Science & Engineering (AI),UG,UG Engineering & Technology,Web Development
Computer Science & Engineering (Cyber Security),UG,UG Engineering & Technology,Computer Networks
Computer Science & Engineering (Cyber Security),UG,UG Engineering & Technology,Data Structures & Algorithms
Computer Science & Engineering (Cyber Security),UG,UG Engineering & Technology,Database Management Systems
Computer Science & Engineering (Cyber Security),UG,UG Engineering & Technology,Java Programming
Computer Science & Engineering (Cyber Security),UG,UG Engineering & Technology,Object-Oriented Programming
Computer Science & Engineering (Cyber Security),UG,UG Engineering & Technology,Operating Systems
Computer Science & Engineering (Cyber Security),UG,UG Engineering & Technology,Programming Fundamentals
Computer Science & Engineering (Cyber Security),UG,UG Engineering & Technology,Python Programming
Computer Science & Engineering (Cyber Security),UG,UG Engineering & Technology,Software Engineering
Computer Science & Engineering (Cyber Security),UG,UG Engineering & Technology,Web Development
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,AI Ethics
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,Computer Vision
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,Data Structures & Algorithms
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,Database Management Systems
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,Deep Learning
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,Generative AI
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,Java Programming
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,Large Language Models
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,Linear Algebra
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,MLOps
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,Machine Learning
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,Natural Language Processing
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,Probability & Statistics
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,Python Programming
Computer Science & Engineering (Data Science),UG,UG Engineering & Technology,Retrieval-Augmented Generation (RAG)
Computer Science Engineering,UG,UG Engineering & Technology,Computer Networks
Computer Science Engineering,UG,UG Engineering & Technology,Data Structures & Algorithms
Computer Science Engineering,UG,UG Engineering & Technology,Database Management Systems
Computer Science Engineering,UG,UG Engineering & Technology,Java Programming
Computer Science Engineering,UG,UG Engineering & Technology,Object-Oriented Programming
Computer Science Engineering,UG,UG Engineering & Technology,Operating Systems
Computer Science Engineering,UG,UG Engineering & Technology,Programming Fundamentals
Computer Science Engineering,UG,UG Engineering & Technology,Python Programming
Computer Science Engineering,UG,UG Engineering & Technology,Software Engineering
Computer Science Engineering,UG,UG Engineering & Technology,Web Development
Cyber Security,UG,UG Engineering & Technology,Computer Networks
Cyber Security,UG,UG Engineering & Technology,Data Structures & Algorithms
Cyber Security,UG,UG Engineering & Technology,Database Management Systems
Cyber Security,UG,UG Engineering & Technology,Java Programming
Cyber Security,UG,UG Engineering & Technology,Object-Oriented Programming
Cyber Security,UG,UG Engineering & Technology,Operating Systems
Cyber Security,UG,UG Engineering & Technology,Programming Fundamentals
Cyber Security,UG,UG Engineering & Technology,Python Programming
Cyber Security,UG,UG Engineering & Technology,Software Engineering
Cyber Security,UG,UG Engineering & Technology,Web Development
Data Science,UG,UG Engineering & Technology,AI Ethics
Data Science,UG,UG Engineering & Technology,Computer Vision
Data Science,UG,UG Engineering & Technology,Data Structures & Algorithms
Data Science,UG,UG Engineering & Technology,Database Management Systems
Data Science,UG,UG Engineering & Technology,Deep Learning
Data Science,UG,UG Engineering & Technology,Generative AI
Data Science,UG,UG Engineering & Technology,Java Programming
Data Science,UG,UG Engineering & Technology,Large Language Models
Data Science,UG,UG Engineering & Technology,Linear Algebra
Data Science,UG,UG Engineering & Technology,MLOps
Data Science,UG,UG Engineering & Technology,Machine Learning
Data Science,UG,UG Engineering & Technology,Natural Language Processing
Data Science,UG,UG Engineering & Technology,Probability & Statistics
Data Science,UG,UG Engineering & Technology,Python Programming
Data Science,UG,UG Engineering & Technology,Retrieval-Augmented Generation (RAG)
Electrical & Electronics Engineering,UG,UG Engineering & Technology,Analog Electronics
Electrical & Electronics Engineering,UG,UG Engineering & Technology,Communication Systems
Electrical & Electronics Engineering,UG,UG Engineering & Technology,Control Systems
Electrical & Electronics Engineering,UG,UG Engineering & Technology,Digital Electronics
Electrical & Electronics Engineering,UG,UG Engineering & Technology,Electronic Devices
Electrical & Electronics Engineering,UG,UG Engineering & Technology,Embedded Systems
Electrical & Electronics Engineering,UG,UG Engineering & Technology,Engineering Mathematics
Electrical & Electronics Engineering,UG,UG Engineering & Technology,Microprocessors & Microcontrollers
Electrical & Electronics Engineering,UG,UG Engineering & Technology,Signals & Systems
Electrical & Electronics Engineering,UG,UG Engineering & Technology,VLSI Design
Electronics & Communication Engineering,UG,UG Engineering & Technology,Analog Electronics
Electronics & Communication Engineering,UG,UG Engineering & Technology,Communication Systems
Electronics & Communication Engineering,UG,UG Engineering & Technology,Control Systems
Electronics & Communication Engineering,UG,UG Engineering & Technology,Digital Electronics
Electronics & Communication Engineering,UG,UG Engineering & Technology,Electronic Devices
Electronics & Communication Engineering,UG,UG Engineering & Technology,Embedded Systems
Electronics & Communication Engineering,UG,UG Engineering & Technology,Engineering Mathematics
Electronics & Communication Engineering,UG,UG Engineering & Technology,Microprocessors & Microcontrollers
Electronics & Communication Engineering,UG,UG Engineering & Technology,Signals & Systems
Electronics & Communication Engineering,UG,UG Engineering & Technology,VLSI Design
Environmental Engineering,UG,UG Engineering & Technology,Academic Writing
Environmental Engineering,UG,UG Engineering & Technology,Communication Skills
Environmental Engineering,UG,UG Engineering & Technology,Core Subject Studies
Environmental Engineering,UG,UG Engineering & Technology,History / Theory of the Discipline
Environmental Engineering,UG,UG Engineering & Technology,Indian Constitution
Environmental Engineering,UG,UG Engineering & Technology,Indian Society & Culture
Environmental Engineering,UG,UG Engineering & Technology,Research Methodology
Environmental Engineering,UG,UG Engineering & Technology,Social Science Research
Environmental Engineering,UG,UG Engineering & Technology,Statistics / Data Analysis
Food Technology,UG,UG Engineering & Technology,Agricultural Economics
Food Technology,UG,UG Engineering & Technology,Agricultural Engineering
Food Technology,UG,UG Engineering & Technology,Agricultural Extension
Food Technology,UG,UG Engineering & Technology,Agronomy
Food Technology,UG,UG Engineering & Technology,Crop Production
Food Technology,UG,UG Engineering & Technology,Entomology
Food Technology,UG,UG Engineering & Technology,Genetics & Plant Breeding
Food Technology,UG,UG Engineering & Technology,Horticulture
Food Technology,UG,UG Engineering & Technology,Plant Pathology
Food Technology,UG,UG Engineering & Technology,Soil Science
Industrial Engineering,UG,UG Engineering & Technology,CAD/CAM
Industrial Engineering,UG,UG Engineering & Technology,Engineering Drawing
Industrial Engineering,UG,UG Engineering & Technology,Engineering Mathematics
Industrial Engineering,UG,UG Engineering & Technology,Engineering Mechanics
Industrial Engineering,UG,UG Engineering & Technology,Fluid Mechanics
Industrial Engineering,UG,UG Engineering & Technology,Machine Design
Industrial Engineering,UG,UG Engineering & Technology,Manufacturing Processes
Industrial Engineering,UG,UG Engineering & Technology,Strength of Materials
Industrial Engineering,UG,UG Engineering & Technology,Theory of Machines
Industrial Engineering,UG,UG Engineering & Technology,Thermodynamics
Instrumentation & Control Engineering,UG,UG Engineering & Technology,Analog Electronics
Instrumentation & Control Engineering,UG,UG Engineering & Technology,Communication Systems
Instrumentation & Control Engineering,UG,UG Engineering & Technology,Control Systems
Instrumentation & Control Engineering,UG,UG Engineering & Technology,Digital Electronics
Instrumentation & Control Engineering,UG,UG Engineering & Technology,Electronic Devices
Instrumentation & Control Engineering,UG,UG Engineering & Technology,Embedded Systems
Instrumentation & Control Engineering,UG,UG Engineering & Technology,Engineering Mathematics
Instrumentation & Control Engineering,UG,UG Engineering & Technology,Microprocessors & Microcontrollers
Instrumentation & Control Engineering,UG,UG Engineering & Technology,Signals & Systems
Instrumentation & Control Engineering,UG,UG Engineering & Technology,VLSI Design
Internet of Things,UG,UG Engineering & Technology,Computer Networks
Internet of Things,UG,UG Engineering & Technology,Data Structures & Algorithms
Internet of Things,UG,UG Engineering & Technology,Database Management Systems
Internet of Things,UG,UG Engineering & Technology,Java Programming
Internet of Things,UG,UG Engineering & Technology,Object-Oriented Programming
Internet of Things,UG,UG Engineering & Technology,Operating Systems
Internet of Things,UG,UG Engineering & Technology,Programming Fundamentals
Internet of Things,UG,UG Engineering & Technology,Python Programming
Internet of Things,UG,UG Engineering & Technology,Software Engineering
Internet of Things,UG,UG Engineering & Technology,Web Development
Marine Engineering,UG,UG Engineering & Technology,CAD/CAM
Marine Engineering,UG,UG Engineering & Technology,Engineering Drawing
Marine Engineering,UG,UG Engineering & Technology,Engineering Mathematics
Marine Engineering,UG,UG Engineering & Technology,Engineering Mechanics
Marine Engineering,UG,UG Engineering & Technology,Fluid Mechanics
Marine Engineering,UG,UG Engineering & Technology,Machine Design
Marine Engineering,UG,UG Engineering & Technology,Manufacturing Processes
Marine Engineering,UG,UG Engineering & Technology,Strength of Materials
Marine Engineering,UG,UG Engineering & Technology,Theory of Machines
Marine Engineering,UG,UG Engineering & Technology,Thermodynamics
Materials Engineering,UG,UG Engineering & Technology,CAD/CAM
Materials Engineering,UG,UG Engineering & Technology,Engineering Drawing
Materials Engineering,UG,UG Engineering & Technology,Engineering Mathematics
Materials Engineering,UG,UG Engineering & Technology,Engineering Mechanics
Materials Engineering,UG,UG Engineering & Technology,Fluid Mechanics
Materials Engineering,UG,UG Engineering & Technology,Machine Design
Materials Engineering,UG,UG Engineering & Technology,Manufacturing Processes
Materials Engineering,UG,UG Engineering & Technology,Strength of Materials
Materials Engineering,UG,UG Engineering & Technology,Theory of Machines
Materials Engineering,UG,UG Engineering & Technology,Thermodynamics
Mechatronics Engineering,UG,UG Engineering & Technology,CAD/CAM
Mechatronics Engineering,UG,UG Engineering & Technology,Engineering Drawing
Mechatronics Engineering,UG,UG Engineering & Technology,Engineering Mathematics
Mechatronics Engineering,UG,UG Engineering & Technology,Engineering Mechanics
Mechatronics Engineering,UG,UG Engineering & Technology,Fluid Mechanics
Mechatronics Engineering,UG,UG Engineering & Technology,Machine Design
Mechatronics Engineering,UG,UG Engineering & Technology,Manufacturing Processes
Mechatronics Engineering,UG,UG Engineering & Technology,Strength of Materials
Mechatronics Engineering,UG,UG Engineering & Technology,Theory of Machines
Mechatronics Engineering,UG,UG Engineering & Technology,Thermodynamics
Metallurgical Engineering,UG,UG Engineering & Technology,CAD/CAM
Metallurgical Engineering,UG,UG Engineering & Technology,Engineering Drawing
Metallurgical Engineering,UG,UG Engineering & Technology,Engineering Mathematics
Metallurgical Engineering,UG,UG Engineering & Technology,Engineering Mechanics
Metallurgical Engineering,UG,UG Engineering & Technology,Fluid Mechanics
Metallurgical Engineering,UG,UG Engineering & Technology,Machine Design
Metallurgical Engineering,UG,UG Engineering & Technology,Manufacturing Processes
Metallurgical Engineering,UG,UG Engineering & Technology,Strength of Materials
Metallurgical Engineering,UG,UG Engineering & Technology,Theory of Machines
Metallurgical Engineering,UG,UG Engineering & Technology,Thermodynamics
Mining Engineering,UG,UG Engineering & Technology,CAD/CAM
Mining Engineering,UG,UG Engineering & Technology,Engineering Drawing
Mining Engineering,UG,UG Engineering & Technology,Engineering Mathematics
Mining Engineering,UG,UG Engineering & Technology,Engineering Mechanics
Mining Engineering,UG,UG Engineering & Technology,Fluid Mechanics
Mining Engineering,UG,UG Engineering & Technology,Machine Design
Mining Engineering,UG,UG Engineering & Technology,Manufacturing Processes
Mining Engineering,UG,UG Engineering & Technology,Strength of Materials
Mining Engineering,UG,UG Engineering & Technology,Theory of Machines
Mining Engineering,UG,UG Engineering & Technology,Thermodynamics
Nuclear Engineering,UG,UG Engineering & Technology,Academic Writing
Nuclear Engineering,UG,UG Engineering & Technology,Communication Skills
Nuclear Engineering,UG,UG Engineering & Technology,Core Subject Studies
Nuclear Engineering,UG,UG Engineering & Technology,History / Theory of the Discipline
Nuclear Engineering,UG,UG Engineering & Technology,Indian Constitution
Nuclear Engineering,UG,UG Engineering & Technology,Indian Society & Culture
Nuclear Engineering,UG,UG Engineering & Technology,Research Methodology
Nuclear Engineering,UG,UG Engineering & Technology,Social Science Research
Nuclear Engineering,UG,UG Engineering & Technology,Statistics / Data Analysis
Petroleum Engineering,UG,UG Engineering & Technology,CAD/CAM
Petroleum Engineering,UG,UG Engineering & Technology,Engineering Drawing
Petroleum Engineering,UG,UG Engineering & Technology,Engineering Mathematics
Petroleum Engineering,UG,UG Engineering & Technology,Engineering Mechanics
Petroleum Engineering,UG,UG Engineering & Technology,Fluid Mechanics
Petroleum Engineering,UG,UG Engineering & Technology,Machine Design
Petroleum Engineering,UG,UG Engineering & Technology,Manufacturing Processes
Petroleum Engineering,UG,UG Engineering & Technology,Strength of Materials
Petroleum Engineering,UG,UG Engineering & Technology,Theory of Machines
Petroleum Engineering,UG,UG Engineering & Technology,Thermodynamics
Production Engineering,UG,UG Engineering & Technology,CAD/CAM
Production Engineering,UG,UG Engineering & Technology,Engineering Drawing
Production Engineering,UG,UG Engineering & Technology,Engineering Mathematics
Production Engineering,UG,UG Engineering & Technology,Engineering Mechanics
Production Engineering,UG,UG Engineering & Technology,Fluid Mechanics
Production Engineering,UG,UG Engineering & Technology,Machine Design
Production Engineering,UG,UG Engineering & Technology,Manufacturing Processes
Production Engineering,UG,UG Engineering & Technology,Strength of Materials
Production Engineering,UG,UG Engineering & Technology,Theory of Machines
Production Engineering,UG,UG Engineering & Technology,Thermodynamics
Renewable Energy Engineering,UG,UG Engineering & Technology,Control Systems
Renewable Energy Engineering,UG,UG Engineering & Technology,Digital Electronics
Renewable Energy Engineering,UG,UG Engineering & Technology,Electrical Circuits
Renewable Energy Engineering,UG,UG Engineering & Technology,Electrical Machines
Renewable Energy Engineering,UG,UG Engineering & Technology,Electrical Measurements
Renewable Energy Engineering,UG,UG Engineering & Technology,Engineering Mathematics
Renewable Energy Engineering,UG,UG Engineering & Technology,Power Electronics
Renewable Energy Engineering,UG,UG Engineering & Technology,Power Systems
Renewable Energy Engineering,UG,UG Engineering & Technology,Renewable Energy Systems
Renewable Energy Engineering,UG,UG Engineering & Technology,Signals & Systems
Robotics Engineering,UG,UG Engineering & Technology,Analog Electronics
Robotics Engineering,UG,UG Engineering & Technology,Communication Systems
Robotics Engineering,UG,UG Engineering & Technology,Control Systems
Robotics Engineering,UG,UG Engineering & Technology,Digital Electronics
Robotics Engineering,UG,UG Engineering & Technology,Electronic Devices
Robotics Engineering,UG,UG Engineering & Technology,Embedded Systems
Robotics Engineering,UG,UG Engineering & Technology,Engineering Mathematics
Robotics Engineering,UG,UG Engineering & Technology,Microprocessors & Microcontrollers
Robotics Engineering,UG,UG Engineering & Technology,Signals & Systems
Robotics Engineering,UG,UG Engineering & Technology,VLSI Design
Semiconductor Engineering,UG,UG Engineering & Technology,Computer Networks
Semiconductor Engineering,UG,UG Engineering & Technology,Data Structures & Algorithms
Semiconductor Engineering,UG,UG Engineering & Technology,Database Management Systems
Semiconductor Engineering,UG,UG Engineering & Technology,Java Programming
Semiconductor Engineering,UG,UG Engineering & Technology,Object-Oriented Programming
Semiconductor Engineering,UG,UG Engineering & Technology,Operating Systems
Semiconductor Engineering,UG,UG Engineering & Technology,Programming Fundamentals
Semiconductor Engineering,UG,UG Engineering & Technology,Python Programming
Semiconductor Engineering,UG,UG Engineering & Technology,Software Engineering
Semiconductor Engineering,UG,UG Engineering & Technology,Web Development
Textile Engineering,UG,UG Engineering & Technology,Academic Writing
Textile Engineering,UG,UG Engineering & Technology,Communication Skills
Textile Engineering,UG,UG Engineering & Technology,Core Subject Studies
Textile Engineering,UG,UG Engineering & Technology,History / Theory of the Discipline
Textile Engineering,UG,UG Engineering & Technology,Indian Constitution
Textile Engineering,UG,UG Engineering & Technology,Indian Society & Culture
Textile Engineering,UG,UG Engineering & Technology,Research Methodology
Textile Engineering,UG,UG Engineering & Technology,Social Science Research
Textile Engineering,UG,UG Engineering & Technology,Statistics / Data Analysis
VLSI Design,UG,UG Engineering & Technology,Computer Networks
VLSI Design,UG,UG Engineering & Technology,Data Structures & Algorithms
VLSI Design,UG,UG Engineering & Technology,Database Management Systems
VLSI Design,UG,UG Engineering & Technology,Java Programming
VLSI Design,UG,UG Engineering & Technology,Object-Oriented Programming
VLSI Design,UG,UG Engineering & Technology,Operating Systems
VLSI Design,UG,UG Engineering & Technology,Programming Fundamentals
VLSI Design,UG,UG Engineering & Technology,Python Programming
VLSI Design,UG,UG Engineering & Technology,Software Engineering
VLSI Design,UG,UG Engineering & Technology,Web Development
B.Com LLB,UG,UG Law,Auditing
B.Com LLB,UG,UG Law,Business Economics
B.Com LLB,UG,UG Law,Business Law
B.Com LLB,UG,UG Law,Business Statistics
B.Com LLB,UG,UG Law,Corporate Accounting
B.Com LLB,UG,UG Law,Cost Accounting
B.Com LLB,UG,UG Law,Financial Accounting
B.Com LLB,UG,UG Law,Financial Management
B.Com LLB,UG,UG Law,Management Accounting
B.Com LLB,UG,UG Law,Taxation
B.Sc LLB,UG,UG Law,Administrative Law
B.Sc LLB,UG,UG Law,Civil Procedure
B.Sc LLB,UG,UG Law,Company Law
B.Sc LLB,UG,UG Law,Constitutional Law
B.Sc LLB,UG,UG Law,Contract Law
B.Sc LLB,UG,UG Law,Criminal Law
B.Sc LLB,UG,UG Law,Evidence Law
B.Sc LLB,UG,UG Law,Family Law
B.Sc LLB,UG,UG Law,Legal Research
B.Sc LLB,UG,UG Law,Property Law
B.Sc LLB,UG,UG Law,Tort Law
BA LLB,UG,UG Law,Administrative Law
BA LLB,UG,UG Law,Civil Procedure
BA LLB,UG,UG Law,Company Law
BA LLB,UG,UG Law,Constitutional Law
BA LLB,UG,UG Law,Contract Law
BA LLB,UG,UG Law,Criminal Law
BA LLB,UG,UG Law,Evidence Law
BA LLB,UG,UG Law,Family Law
BA LLB,UG,UG Law,Legal Research
BA LLB,UG,UG Law,Property Law
BA LLB,UG,UG Law,Tort Law
BBA LLB,UG,UG Law,Business Analytics
BBA LLB,UG,UG Law,Business Communication
BBA LLB,UG,UG Law,Business Law
BBA LLB,UG,UG Law,Financial Management
BBA LLB,UG,UG Law,Human Resource Management
BBA LLB,UG,UG Law,Marketing Management
BBA LLB,UG,UG Law,Operations Management
BBA LLB,UG,UG Law,Organizational Behaviour
BBA LLB,UG,UG Law,Principles of Management
BBA LLB,UG,UG Law,Strategic Management
LLB,UG,UG Law,Administrative Law
LLB,UG,UG Law,Civil Procedure
LLB,UG,UG Law,Company Law
LLB,UG,UG Law,Constitutional Law
LLB,UG,UG Law,Contract Law
LLB,UG,UG Law,Criminal Law
LLB,UG,UG Law,Evidence Law
LLB,UG,UG Law,Family Law
LLB,UG,UG Law,Legal Research
LLB,UG,UG Law,Property Law
LLB,UG,UG Law,Tort Law
BBA,UG,UG Management / Business,Business Analytics
BBA,UG,UG Management / Business,Business Communication
BBA,UG,UG Management / Business,Business Law
BBA,UG,UG Management / Business,Financial Management
BBA,UG,UG Management / Business,Human Resource Management
BBA,UG,UG Management / Business,Marketing Management
BBA,UG,UG Management / Business,Operations Management
BBA,UG,UG Management / Business,Organizational Behaviour
BBA,UG,UG Management / Business,Principles of Management
BBA,UG,UG Management / Business,Strategic Management
BBA Aviation,UG,UG Management / Business,Business Analytics
BBA Aviation,UG,UG Management / Business,Business Communication
BBA Aviation,UG,UG Management / Business,Business Law
BBA Aviation,UG,UG Management / Business,Financial Management
BBA Aviation,UG,UG Management / Business,Human Resource Management
BBA Aviation,UG,UG Management / Business,Marketing Management
BBA Aviation,UG,UG Management / Business,Operations Management
BBA Aviation,UG,UG Management / Business,Organizational Behaviour
BBA Aviation,UG,UG Management / Business,Principles of Management
BBA Aviation,UG,UG Management / Business,Strategic Management
BBA Business Analytics,UG,UG Management / Business,Business Analytics
BBA Business Analytics,UG,UG Management / Business,Business Communication
BBA Business Analytics,UG,UG Management / Business,Business Law
BBA Business Analytics,UG,UG Management / Business,Financial Management
BBA Business Analytics,UG,UG Management / Business,Human Resource Management
BBA Business Analytics,UG,UG Management / Business,Marketing Management
BBA Business Analytics,UG,UG Management / Business,Operations Management
BBA Business Analytics,UG,UG Management / Business,Organizational Behaviour
BBA Business Analytics,UG,UG Management / Business,Principles of Management
BBA Business Analytics,UG,UG Management / Business,Strategic Management
BBA Digital Marketing,UG,UG Management / Business,Business Analytics
BBA Digital Marketing,UG,UG Management / Business,Business Communication
BBA Digital Marketing,UG,UG Management / Business,Business Law
BBA Digital Marketing,UG,UG Management / Business,Financial Management
BBA Digital Marketing,UG,UG Management / Business,Human Resource Management
BBA Digital Marketing,UG,UG Management / Business,Marketing Management
BBA Digital Marketing,UG,UG Management / Business,Operations Management
BBA Digital Marketing,UG,UG Management / Business,Organizational Behaviour
BBA Digital Marketing,UG,UG Management / Business,Principles of Management
BBA Digital Marketing,UG,UG Management / Business,Strategic Management
BBA Entrepreneurship,UG,UG Management / Business,Business Analytics
BBA Entrepreneurship,UG,UG Management / Business,Business Communication
BBA Entrepreneurship,UG,UG Management / Business,Business Law
BBA Entrepreneurship,UG,UG Management / Business,Financial Management
BBA Entrepreneurship,UG,UG Management / Business,Human Resource Management
BBA Entrepreneurship,UG,UG Management / Business,Marketing Management
BBA Entrepreneurship,UG,UG Management / Business,Operations Management
BBA Entrepreneurship,UG,UG Management / Business,Organizational Behaviour
BBA Entrepreneurship,UG,UG Management / Business,Principles of Management
BBA Entrepreneurship,UG,UG Management / Business,Strategic Management
BBA Finance,UG,UG Management / Business,Business Analytics
BBA Finance,UG,UG Management / Business,Business Communication
BBA Finance,UG,UG Management / Business,Business Law
BBA Finance,UG,UG Management / Business,Financial Management
BBA Finance,UG,UG Management / Business,Human Resource Management
BBA Finance,UG,UG Management / Business,Marketing Management
BBA Finance,UG,UG Management / Business,Operations Management
BBA Finance,UG,UG Management / Business,Organizational Behaviour
BBA Finance,UG,UG Management / Business,Principles of Management
BBA Finance,UG,UG Management / Business,Strategic Management
BBA Hospital Management,UG,UG Management / Business,Business Analytics
